Market	Upstream	Downstream	dist1	dist2	dist3	dist4	dist5	Matching
1	1	1	11.21627705672698	21.87478935660625	22.795905838144982	17.98146255970756	5.689902089870095	0
1	1	2	8.597933049753422	16.045825505716888	10.65558395928193	18.331887972713595	23.56895628020849	0
1	1	3	15.087105144164688	13.648267642175476	8.585177313114261	19.60884631051976	22.615218846135086	1
1	1	4	15.215434634222067	6.807373549305282	8.998965274948453	23.372012900857307	14.33271514922087	1
1	1	5	16.25410635618711	21.035728518663596	14.554614636251326	24.389153066445374	16.424996342950852	0
1	1	6	17.204845599457272	24.874923287325416	23.085875225610778	14.765065801075696	13.858680982551572	0
1	1	7	22.71948664273532	9.637931440840283	12.360539770361811	15.354649566065572	20.109319075940526	0
1	1	8	15.362387464875866	24.05181499652747	10.456965183438353	21.302097568028366	13.246832792836123	1
1	1	9	5.021783961843724	20.458779532393592	16.899346892881898	23.686187313386412	21.11990827183461	1
1	1	10	6.269758481598377	10.117595829430343	23.801310158129162	10.69017952481229	23.593288593310078	0
1	2	1	20.164852282375442	11.526352385989345	20.01207386217029	24.429859706437526	19.387510505798787	1
1	2	2	24.678466772999087	23.268442024490767	23.552603720681574	18.041456427632518	15.504927883175405	0
1	2	3	16.38274779748661	7.704664382574954	11.934466231731243	22.38953357237741	22.35797627420819	0
1	2	4	7.954379109721373	22.897073597268317	24.635671476523058	19.633326298837915	13.943294842991598	0
1	2	5	8.315150705073645	11.163354159054542	15.114036942452067	15.590586533553598	8.034559162663093	0
1	2	6	18.99277474661298	23.03247043262784	10.363910319049818	21.22477732995098	22.398416002095814	0
1	2	7	6.685154187356311	5.779652005425582	10.740799538113883	24.75885515506979	6.696004771211641	1
1	2	8	7.3956524341009455	17.061466940020004	15.5336545715735	10.715132722585203	20.39142981376618	0
1	2	9	7.7024565727881225	17.48480063345489	24.94414316110568	16.265744283183107	7.184997311471136	1
1	2	10	7.1603772292661105	20.02513567274258	12.198041383493194	18.769577889932698	21.55961062337107	0
